Class Code,Class Title,Class Description,Credit Hours,Class Instructors,Academic Career
SCAN 3302,Witchcraft and Magic in Scandinavia,"Investigates witchcraft and magic in Scandinavian cultures from the Viking Age to the Burning Age. The class examines witchcraft and magic in the broad perspective of Scandinavian cultural history, tracing traditions of magic from the earliest sources in runes to film and literature in the modern era. We will investigate the styles of magic and cultural attitudes to it in Iceland, Norway, Denmark, and Sweden.",3,A. Nordvig,UGRD
PSYC 6941,Master's Candidate for Degree,May be repeated up to 7 total credit hours.,1,"T. Curran, A. Healy",GRAD
PSYC 7102,Varies by section,"Intensive study of selected topics in behavioral genetics. Emphasizes recent research. Attention to both human and animal studies. May be repeated up to 12 total credit hours. Instructor consent required for students outside of the Behavioral, Psychiatric, and Statistical Genetics program.",3,"M. Stallings, C. Reynolds",GRAD
PSYC 5541,Varies by section,"Studies and analyzes special interest topics from the broad and diversified field of psychology. Particular section content is determined by instructor. May be repeated up to 9 total credit hours, provided the topics vary. Instructor consent required for students outside of the department.",Varies by section,"L. Van Boven, M. Jones, A. Kim",GRAD
PSYC 6911,Research Practicum,Department consent required to enroll.,3,"M. Whisman, S. Rhee, E. Willcutt, S. Dimidjian, R. Kaiser, J. Arch, K. Hutchison, J. Gruber, A. Grotzinger, C. Bidwell",GRAD
SCAN 3303,Norse Paganism: Contemporary Nordic-Germanic Neopagan Movements in America,"This course introduces to the contemporary neopagan movement in North America known as Norse paganism or Ásatrú. It surveys the historical development of the movement, its attachment to Scandinavian pre-history, and the major socio-cultural components of its identity constructions. We will investigate the movement's attitudes and conceptualizations of modern Nordic-based spirituality in light of gender, race, ethnicity, and its ecosocial ethoses. Recommended prerequisites: <a href=""/search/?p=SCAN%203202"" data-action=""result-detail"" data-group=""code:SCAN 3202""  class=""notoffered"">SCAN 3202</a> and <a href=""/search/?p=SCAN%203302"" data-action=""result-detail"" data-group=""code:SCAN 3302"" >SCAN 3302</a>.",3,A. Nordvig,UGRD
SLHS 1010,Disabilities in Contemporary American Society,"Addresses the issue that 50 percent of all individuals experience disability in their lifetime. Introduces students to the social, cultural, psychological, economic, political, legal, and health-care issues related to society and individuals with disabilities.",3,J. Damico,UGRD
SCAN 3631,Arctic Society and Culture,"Investigates representations of the Arctic in literature, art, cinema, media and scientific, and geographical writing over the past century and a half, spanning material from North America, Britain, continental Europe and the Nordic region. Interpretive approaches include ecocriticism; post-colonialism; literary studies; indigenous studies; visual, film and media theory; Cold War studies. Same as <a href=""/search/?p=IAFS%203631"" data-action=""result-detail"" data-group=""code:IAFS 3631"" >IAFS 3631</a>.",3,A. Nordvig,UGRD
SLHS 2010,Science of Human Communication,"Discusses how human communication (the process by which a thought is transmitted from the brain of a speaker to the brain of a listener) involves a complex interaction of acoustics, anatomy, physiology, neurobiology, and psychology.",3,K. Cormier,UGRD
SLHS 2000,Introduction to Communication Disorders,"Surveys communication disorders, including hearing impairments, learning disabilities, and speech-language disorders, as well as an introduction to basic speech and hearing science.",3,B. Smolky,UGRD
SLHS 2305,American Sign Language 1,"Introduces basic sign vocabulary, grammatical structures of ASL, and the culture of deaf people. Classes are taught using ASL without the use of spoken English.",4,"A. McCorkle, P. Hawkins",UGRD
SLHS 3106,Hearing Science,"Focuses on the three main aspects of the hearing process: sounds in the environment (physical acoustics), sounds encoded within the auditory system (physiological acoustics) and perception of sound (psychological acoustics).",3,K. Arehart,UGRD
SLHS 4100,Varies by section,"Studies selected topics in speech, language, hearing sciences, communication disorders, and other professional issues.",3,"A. McCorkle, P. Hawkins, K. Boyd",UGRD
SLHS 2325,American Sign Language 3,"Continuation of <a href=""/search/?p=SLHS%202315"" data-action=""result-detail"" data-group=""code:SLHS 2315"" >SLHS 2315</a>. Covers ASL literature, advanced grammatical structures, idiomatic expressions, and deaf culture.",4,"A. McCorkle, P. Hawkins",UGRD
SLHS 3003,Cognitive Science,"Introduces cognitive science, drawing from psychology, philosophy, artificial intelligence, neuroscience, and linguistics. Studies the linguistic relativity hypothesis, consciousness, categorization, linguistic rules, the mind-body problem, nature versus nurture, conceptual structure and metaphor, logic/problem solving and judgment. Emphasizes the nature, implications and limitations of the computational model of mind. Recommended prerequisites: two of the following <a href=""/search/?p=CSCI%201300"" data-action=""result-detail"" data-group=""code:CSCI 1300"" >CSCI 1300</a> or <a href=""/search/?p=LING%202000"" data-action=""result-detail"" data-group=""code:LING 2000"" >LING 2000</a> or <a href=""/search/?p=PHIL%202440"" data-action=""result-detail"" data-group=""code:PHIL 2440"" >PHIL 2440</a> or <a href=""/search/?p=PSYC%202145"" data-action=""result-detail"" data-group=""code:PSYC 2145"" >PSYC 2145</a>. Same as <a href=""/search/?p=LING%203005"" data-action=""result-detail"" data-group=""code:LING 3005"" >LING 3005</a> and <a href=""/search/?p=PHIL%203310"" data-action=""result-detail"" data-group=""code:PHIL 3310"" >PHIL 3310</a> and <a href=""/search/?p=PSYC%203005"" data-action=""result-detail"" data-group=""code:PSYC 3005"" >PSYC 3005</a> and <a href=""/search/?p=CSCI%203702"" data-action=""result-detail"" data-group=""code:CSCI 3702"" >CSCI 3702</a> and <a href=""/search/?p=CSPB%203702"" data-action=""result-detail"" data-group=""code:CSPB 3702"" >CSPB 3702</a>.",3,R. Carston,UGRD
SLHS 2315,American Sign Language 2,"Develops more complex vocabulary and grammatical structures, and an understanding of deaf culture. Classes are taught using ASL without the use of spoken English.",4,"A. McCorkle, P. Hawkins",UGRD
SLHS 4560,Language Development,"Covers the development of language in childhood and into adult life, emphasizing the role of environment and biological endowment in learning to communicate with words, sentences, and narratives. Same as <a href=""/search/?p=LING%204560"" data-action=""result-detail"" data-group=""code:LING 4560"" >LING 4560</a> and <a href=""/search/?p=PSYC%204560"" data-action=""result-detail"" data-group=""code:PSYC 4560"" >PSYC 4560</a>.",3,J. Damico,UGRD
SLHS 3116,"Anatomy, Physiology, and Science of Speech","Provides a basic understanding of the structural organization (anatomy), function (physiology), and neural controls of the structures used to produce speech, swallowing, respiration, and related behaviors in humans. Recommended prerequisite: <a href=""/search/?p=SLHS%203106"" data-action=""result-detail"" data-group=""code:SLHS 3106"" >SLHS 3106</a>.",3,A. Hilger,UGRD
SLHS 4849,Independent Study for Undergraduates,May be repeated up to 8 total credit hours. Instructor consent required.,6,"A. Sedey, A. Sharma, R. Baiduc, C. Brennan, K. Arehart, A. Hilger",UGRD
SLHS 4512,Speech Disorders Across the Lifespan,"Provides students with an introductory understanding of the causes, characteristics, assessment and treatment of speech disorders including those involving articulation, voice, resonance, and fluency. Examines a variety of disorders including stuttering, speech sound disorders, cleft lip and palate, vocal pathology, as well as dysarthria and apraxia due to stroke, trauma, and progressive neurological diseases.",3,R. Pollard,UGRD
SLHS 4938,Internship: Speech-Language Intervention,Provides a supervised clinical experience with children or adults who have communication challenges. May be repeated up to 6 total credit hours. Instructor consent required.,6,E. Langer,UGRD
SLHS 4714,Audiological Rehabilitation,"Covers basic principles and techniques related to the habilitation and rehabilitation of individuals who are deaf or hard of hearing: amplification, speech, language, auditory, speech reading, and educational issues.",3,C. Fay,UGRD
SLHS 4576,Communication Neuroscience,"Provides an introduction to neuroscience with an emphasis on the systems that support human communication including speech perception and production, language, memory and cognition. Topic areas will include auditory processing, language, memory and motor systems. Development of brain systems and structures will be explored, as well as neurologically based disorders. Neuroscientific methods surveyed will include MRI, fMRI, EEG, MEG, NIRS, lesion studies and electrophysiology.",3,C. Brennan,UGRD
SLHS 4704,Audiological Evaluation,"Studies basic principles and techniques of hearing evaluation, including pure-tone, speech, immittance, and advanced audiometry; hearing conservation in hospital, school, and industrial settings; and identification and evaluation of auditory pathologies. Required projects in screening and pure-tone audiometry.",3,A. Sharma,UGRD
SLHS 5132,Clinical Practice II: Clinical Practice in Varied Work Settings,"Explores knowledge and skills specific to working in public school, medical, and private practice settings. Coursework will address required data collection, reporting, and accountability for specific work settings; aspects of billing, coding, and reimbursement where applicable; working effectively on interdisciplinary teams; supervision of support personnel; aspects of diversity, equity, and inclusion including cultural humility, responsiveness, and competence; overview of education and healthcare landscapes with implications for service delivery; service delivery models; and implementation of federal and state regulations and rules in different clinical settings.",3,Schwartz/Riseman,GRAD
SLHS 4918,Introduction to Clinical Practice,Introduces students to the clinical processes and key components of assessment and interventions. Explores the applications of theoretical and scientific information to clinical settings. Students complete supervised observation of assessment and intervention with individuals with communication challenges.,2,B. Smolky,UGRD
SLHS 5252,Acquired Language Disorders in Adults,"Introduces the neural bases and medical etiologies of acquired language disorders in adults, explores the ways in which normal language processing may become disordered, and studies current methods of evaluation and treatment design. Recommended prerequisite: undergraduate background in SLHS.",3,C. Brennan,GRAD
SLHS 5012,Evidence-based Practice and Research Methods,"Focuses on the knowledge of research methods and the application of research principles into clinical practice. In particular, covers quantitative research methods that are in speech-language pathology clinical settings. Will cover (1) clinical practice and research methods in speech, language and hearing sciences; (2) single-subject designs in clinical settings; (3) introduction to data collection, data organization and data analysis; (4) interpretation and presentation of clinical data. Formerly <a href=""/search/?p=SLHS%205000"" data-action=""result-detail"" data-group=""code:SLHS 5000""  class=""notoffered"">SLHS 5000</a>.",3,R. Baiduc,GRAD
SLHS 5352,Bilinguals with Communication Disorders,Covers current empirical research regarding the linguistic and cognitive system of bilinguals with and without communication disorders. Address cross-cultural and cross-linguistic issues in selection and implementation of assessment and intervention procedures. Discuss various intervention strategies for working with bilinguals and their families.,3,P. Kan,GRAD
SLHS 5576,Neuroanatomy and Neurophysiology of Communication,"Provides an introduction to the neuroanatomy and neurophysiology that collectively give rise to human communication including speech perception and production. We will consider how speech, language and hearing are represented in and controlled by the central nervous system and how neuropathologies affect processes of communication.",3,C. Brennan,GRAD
SLHS 5292,Neurogenic Speech Disorders in Adults,"Presents the neural bases of normal and disordered speech motor control, teaches assessment and treatment of motor speech disorders in adults, and applies motor control research to clinical problems.",3,A. Hilger,GRAD
SLHS 5362,Fluency Disorders,"Exploration of the nature, differential diagnosis and treatment of fluency disorders across the life-span. Students will develop the requisite skills and knowledge base to provide prevention, consultation, assessment and intervention for fluency disorders. Research bearing on affective, behavioral and cognitive components of stuttering will be reviewed, along with recent data on the neural bases of the disorder. A broad range of treatment approaches will be discussed and demonstrated.",3,R. Pollard,GRAD
SLHS 5602,Communication Challenges in Children: Birth to Six,"Emphasizes nature and profile of language and communication disorders affecting infants and young children. Facilitates integration of clinical and theoretical perspectives with specific approaches for family-centered assessment and intervention principles, models and techniques.",3,C. Meyers,GRAD
SLHS 5555,Advanced Topics in Social Communication: Autism Spectrum Disorders,"Students will acquire knowledge and skills in the appropriate selection, application and evaluation of interventions for children, adolescents and adults with autism spectrum disorders (ASD) and their families. Evaluation and diagnosis, including development of the IFSP and IEP, will be addressed.",3,C. Meyers,GRAD
SLHS 5918,Audiology Clinical Practicum: Lab,"Provides clinical training in the on site Speech, Language and Hearing Center in skills including audiology identification, evaluation and management for adults and children with hearing loss. May be repeated up to 16 total credit hours.",1,,GRAD
SLHS 5674,"Signals, Systems, and Calibration in Audiology","Provides in-depth study of instrumentation used by audiologists for hearing aid evaluation and fitting, signal generation and modification, and signal measurement and calibration.",2,N. Greene,GRAD
SLHS 5898,Varies by section,"Offers on-campus and off-campus supervised clinical practice in diagnosis, assessment, and intervention of speech-language-hearing disorders in children and adults.",Varies by section,,GRAD
SLHS 5928,Audiology Clinical Practicum: Level 1,"Provides clinical training in an off-campus educational audiology facility in identification, evaluation and management for adults and children with hearing loss. Schedule is variable with a minimum requirement of 16 hours on rotation per week. May be repeated up to 15 total credit hours.",2,L. Pontis,GRAD
SLHS 5938,Audiology Clinic Practicum: Level 2 Educational,"Provides clinical training in an off campus educational audiology facility in identification, evaluation and management for adults and children with hearing loss. Schedule is variable with a minimum requirement of 16 hours on rotation per week. May be repeated up to 15 total credit hours.",4,,GRAD
SLHS 5948,Audiology Clinic Practicum: Level 2 Medical,"Provides clinical training in an off campus medical audiology facility in identification, evaluation and management for adults and children with hearing loss. Schedule is variable with a minimum requirement of 16 hours on rotation per week. May be repeated up to 15 total credit hours.",4,,GRAD
SLHS 6544,Auditory Processes: Adult Assessment,Advanced study on the current science surrounding hearing assessment of adults across the age span. Includes theoretical foundations and clinical applications.,3,,GRAD
SLHS 6642,Development and Intervention in Childhood Hearing Loss,"Reviews development and intervention with children who are deaf and hard-of-hearing, birth through school age. Focuses on speech, auditory training, language, literacy and cognitive development. Formerly <a href=""/search/?p=SLHS%206640"" data-action=""result-detail"" data-group=""code:SLHS 6640""  class=""notoffered"">SLHS 6640</a>.",3,J. Stith,GRAD
SLHS 6006,Advanced Hearing Science,"Provides advanced study in hearing science, including physical, physiological, and psychological acoustics of both normal and impaired auditory systems. Department enforced prerequisite: graduate standing in SLHS; undergraduate course work in biology or anatomy.",3,K. Arehart,GRAD
SLHS 6938,Audiology Clinic Externship Educational,"Provides students with full time off campus experience in an educational audiology facility offering in-depth and advanced procedures for identification, evaluation and management of hearing loss in adults and children. May be repeated up to 21 total credit hours.",10,,GRAD
SLHS 6918,Practicum 2: Medical-Clinical Internship,Gives an off-campus experience in a clinical or medical setting that provides in-depth practice in management of communication disorders of children and adults. May be repeated up to 14 total credit hours.,7,H. Kleiber,GRAD
SLHS 6928,Practicum 2: Public School Internship,Provides an off-campus supervised experience providing extended and in-depth practice involving school-age children in a school classroom. May be repeated up to 14 total credit hours.,7,H. Kleiber,GRAD
SLHS 6950,Master's Thesis,,7,"C. Brennan, K. Arehart, C. Meyers, P. Kan",GRAD
SLHS 7450,Audiology Capstone Project,"Provides an individualized project for AUD, completed prior to initiation of final clinical year. May be in the form of research-based investigation, an evidence-based position paper, a clinical protocol based on peer-reviewed literature, a grant proposal, or another format approved by AUD committee. Project requires approved proposal by AUD committee andfocused study supervised by capstone advisor.",3,"K. Arehart, T. Fredrickson, A. Sharma, R. Baiduc",GRAD
SLHS 6948,Audiology Clinic Externship: Medical,"Provides students with full time off campus experience in a medical audiology facility offering in-depth and advanced procedures for identification, evaluation and management of hearing loss in adults and children. May be repeated up to 21 total credit hours.",10,,GRAD
SLHS 7614,Implantable Devices: Technology and Clinical Application,"Examines technological aspects and clinical applications of implantable prostheses such as cochlear implants, brainstem implants, hybrid cochlear implants, Baha devices and middle ear implants. Topics will include: history of implantable devices, anatomy and histopathology of the inner ear, speech processing in implants, mapping devices, candidacy criteria, behavioral and electrophysiologic techniques for assessment and outcomes in implanted children and adults. Recommended prerequisite: good standing in the SLHS graduate program or instructor consent will be required.",3,A. Biever,GRAD
SLHS 6940,Master's Candidate for Degree,"Registration intended for students preparing for a thesis defense, final examination, culminating activity, or completion of degree.",1,A. Sharma,GRAD
SLHS 7640,Communication Processes and Hearing Loss: Birth through Six,"Provides in-depth study of current research literature and its implications for clinical practice regardingdevelopment of communication processes in the firstsix years of life and impact of hearing loss. Investigates development of language, auditory perception, speech production, social-emotional abilities, and cognition.",3,L. Pontis,GRAD
SLHS 7800,Seminars in Audiology: Advanced Topics,"Graduate seminar exploring advanced topics in the field of audiology as they relate to diagnosis and (re)habilitation. Topics will include novel clinical issues and topics including tinnitus, intraoperative monitoring, pharmacology, hyperacusis/misophonia, auditory processing. Discussion of the evidence-based literature surrounding these advanced topics will be central to this seminar.",1,,GRAD
SLHS 7918,Practicum 3: Clinical Supervision,,3,,GRAD
SLHS 7775,Topics in Cognitive Science,"Reading of interdisciplinary innovative theories and methodologies of cognitive science. Students participate in the ICS Distinguished Speakers series that hosts internationally recognized cognitive scientists who share and discuss their current research. Session discussions include analysis of leading edge and controversial new approaches in cognitive science. Same as <a href=""/search/?p=CSCI%207772"" data-action=""result-detail"" data-group=""code:CSCI 7772"" >CSCI 7772</a> and <a href=""/search/?p=EDUC%207775"" data-action=""result-detail"" data-group=""code:EDUC 7775""  class=""notoffered"">EDUC 7775</a> and <a href=""/search/?p=LING%207775"" data-action=""result-detail"" data-group=""code:LING 7775"" >LING 7775</a> and <a href=""/search/?p=PHIL%207810"" data-action=""result-detail"" data-group=""code:PHIL 7810"" >PHIL 7810</a> and <a href=""/search/?p=PSYC%207775"" data-action=""result-detail"" data-group=""code:PSYC 7775"" >PSYC 7775</a>.",1,T. Sumner,GRAD
SOCY 1004,Deviance in U.S. Society,"Examines the social construction of deviance in the U.S., the process of acquiring a deviant identity and managing deviant stigma, and the social organization of deviant act, lifestyles, relationships and careers.",Varies by section,T. Wadsworth,UGRD
SLHS 8918,Practicum 3: Classroom Instruction,,3,,GRAD
SLHS 8990,Doctoral Dissertation,"All doctoral students must register for not fewer than 30 hours of dissertation credit as part of the requirements for the degree. For a detailed discussion of doctoral dissertation credit, refer to the Graduate School section.",10,"P. Kan, A. Sharma, K. Arehart",GRAD
SOCY 1022,Ethics and Social Issues in U.S. Health and Medicine,"Explores current ethical and policy issues in U.S. health and medical practices. Includes such issues as alcohol and drug abuse, organ transplants and substitutes, genetic engineering, contraception, abortion, occupational safety and health, and euthanasia.",3,C. McZeal,UGRD
SOCY 1006,The Social Construction of Sexuality,"Discusses the social determinants of sexuality. Analyzes the economic, psychological, and cultural influences on human sexuality. Interactional perspective of human sexuality is presented. Same as <a href=""/search/?p=WGST%201006"" data-action=""result-detail"" data-group=""code:WGST 1006""  class=""notoffered"">WGST 1006</a>.",Varies by section,"A. Stewart, M. Smith, A. Hatch, J. Buenviaje",UGRD
SOCY 1021,United States Race and Ethnic Relations I,"Examines how concepts of race and ethnicity have manifested historically and manifest currently in U.S. society. Covers foundational concepts such as prejudice, discrimination, and privilege. Also addresses the structural causes and consequences of race and ethnicity in various aspects of U.S. society, such as the housing market, the criminal justice system, and education.",3,"C. McZeal, G. Walden, K. Mercer",UGRD
SOCY 2034,Drugs in United States Society,"Examines the relationship between drugs and social contexts. Lends insight into why people find consciousness alteration meaningful, what kinds of experiences and problems arise, and what types of social policies emerge to control drug use.",3,G. Walden,UGRD
SOCY 2031,Social Problems,"Examines various social problems in the U.S. through a traditional sociological framework focused on race, class, and gender. Considers such problems as economic, racial, and gender inequality as manifestations of broader structural dynamics rooted in unequal relations of power. Addresses topics such as mass incarceration, poverty, segregation, drug use, immigration, and war and terrorism.",3,"L. Cilia, K. Mercer",UGRD
SOCY 1001,Introduction to Sociology,"Examines basic sociological ideas including social relations, social interaction, social structure, and social change. Examples are drawn from societies around the world.",Varies by section,"L. Downey, M. Smith, L. Cilia, K. Hoyt, J. Downing",UGRD
SOCY 2044,Crime and Society,"Explores issues related to crime, the criminal justice system, and crime-related public policy. It addresses what we know about crime and how we know it, how our society responds to crime, how the institutions designed to address crime (police, courts, corrections) function, and diversity in experiences with the criminal justice system. Same as <a href=""/search/?p=ETHN%202044"" data-action=""result-detail"" data-group=""code:ETHN 2044""  class=""notoffered"">ETHN 2044</a>.",3,C. McZeal,UGRD
SOCY 1016,"Sex, Gender, and Society 1","Examines status and power differences between the sexes at individual and societal levels. Emphasizes historical context of gender roles and status, reviews major theories of gender stratification. Same as <a href=""/search/?p=WGST%201016"" data-action=""result-detail"" data-group=""code:WGST 1016"" >WGST 1016</a>.",Varies by section,"C. McZeal, A. Stewart, A. Hatch, J. Buenviaje",UGRD
SOCY 2061,Introduction to Social Statistics,"Introduces students to quantitative analysis of social phenomena. Emphasizes understanding and proper interpretation of graphs; measures of central tendency, dispersion, and association; and the concept of statistical significance. Assumes students have only limited mathematical background.",Varies by section,"A. Stevenson, L. Patterson",UGRD
SOCY 2077,Environment and Society,"Examines interactions between societies and their natural and built environments through the lens of inequality. Describes how environmental problems vary along, are shaped by, and exacerbate disparities along lines of race, socioeconomic status, and other forms of social status. Also examines collective efforts to address social and environmental problems.",Varies by section,L. Patterson,UGRD
SOCY 3001,Classical Theory,"In-depth study of classical sociological theorists, particularly Marx, Durkheim, and Weber. Examines their roles in defining the discipline of sociology.",3,"M. Haffey, T. Kirkland",UGRD
SOCY 3012,Gender and Development,"Provides a sociological perspective on gender, globalization, and economic development in the Global South. Examines a variety of topics, including feminist theories of development; poverty and inequality; women’s work in the context of globalization; and women’s activism and feminism(s). Recommended prerequisite: <a href=""/search/?p=SOCY%203001"" data-action=""result-detail"" data-group=""code:SOCY 3001"" >SOCY 3001</a>. Same as <a href=""/search/?p=WGST%203012"" data-action=""result-detail"" data-group=""code:WGST 3012""  class=""notoffered"">WGST 3012</a>.",3,R. Rinaldo,UGRD
SOCY 3044,"Race, Class, Gender, and Crime","Overview of race, class, gender and ethnicity issues in offending, victimization and processing by the justice system. Examines women and people of color employed in the justice system. Recommended prerequisite: <a href=""/search/?p=SOCY%201001"" data-action=""result-detail"" data-group=""code:SOCY 1001"" >SOCY 1001</a> or <a href=""/search/?p=SOCY%201004"" data-action=""result-detail"" data-group=""code:SOCY 1004"" >SOCY 1004</a> or <a href=""/search/?p=SOCY%201021"" data-action=""result-detail"" data-group=""code:SOCY 1021"" >SOCY 1021</a> or <a href=""/search/?p=SOCY%202044"" data-action=""result-detail"" data-group=""code:SOCY 2044"" >SOCY 2044</a>. Same as <a href=""/search/?p=ETHN%203044"" data-action=""result-detail"" data-group=""code:ETHN 3044"" >ETHN 3044</a> and <a href=""/search/?p=WGST%203044"" data-action=""result-detail"" data-group=""code:WGST 3044"" >WGST 3044</a>.",3,J. Turanovic,UGRD
SOCY 3016,Marriage and the Family in the United States,"Comparative and historical examination of marriage and the family within the U.S. Emphasizes changing family roles and family structures. Also considers alternatives to the nuclear family and traditional marriage exploring new definitions of family. Same as <a href=""/search/?p=WGST%203016"" data-action=""result-detail"" data-group=""code:WGST 3016""  class=""notoffered"">WGST 3016</a>.",3,"A. Stewart, A. Hatch",UGRD
SOCY 3314,Violence Against Women and Girls,"Focuses on aspects of the victimization of women and girls that are &quot;Gendered&quot; - namely, sexual abuse and intimate partner abuse. Also explores the importance of race, class, and sexuality in gendered violence. Recommended prerequisite: <a href=""/search/?p=SOCY%201016"" data-action=""result-detail"" data-group=""code:SOCY 1016"" >SOCY 1016</a> or <a href=""/search/?p=WGST%201016"" data-action=""result-detail"" data-group=""code:WGST 1016"" >WGST 1016</a>. Same as <a href=""/search/?p=ETHN%203314"" data-action=""result-detail"" data-group=""code:ETHN 3314"" >ETHN 3314</a> and <a href=""/search/?p=WGST%203314"" data-action=""result-detail"" data-group=""code:WGST 3314"" >WGST 3314</a>.",3,H. Potter,UGRD
SOCY 4030,Sociology of Climate Change,"Examines the human drivers and causes of climate change, the health and security risks it creates and the efforts of societies to mitigate and adapt to its effects. Same as <a href=""/search/?p=ENVS%204030"" data-action=""result-detail"" data-group=""code:ENVS 4030""  class=""notoffered"">ENVS 4030</a>.",3,L. Cilia,UGRD
SOCY 3141,Social Movements and the Politics of Protest,"Considers theory and research about social movements and other forms of protest within and beyond the United States. Examines their impacts as well as factors shaping their success and failure, including leadership, ideology, recruitment, strategy, organizational dynamics, and broader social context.",3,"M. Haffey, J. Triplett, D. Lopez-Rogina",UGRD
SOCY 3201,Sociological Research Methods,Introduces students to the logics and methods of sociological research. This requirement for majors teaches ways to answer sociological questions by collecting and analyzing different types of data. Students are trained in research ethics and learn how to collect their own data and conduct original sociological research. Collection and analysis of both qualitative and quantitative data are included.,Varies by section,"L. Patterson, J. Kaufman",UGRD
SOCY 3161,Global Perspectives on Race and Ethnicity,"Explores various manifestations of race and ethnicity in different parts of the world. Includes in-depth coverage of various subtopics, such as racial and ethnic stratification, identity formation, social movements, politics, citizenship, and migration. Recommended prerequisite: <a href=""/search/?p=SOCY%201021"" data-action=""result-detail"" data-group=""code:SOCY 1021"" >SOCY 1021</a>.",3,M. Todd,UGRD
SOCY 4007,Global Human Ecology,"Examines global environmental issues using sociological perspectives. A variety of critical contemporary challenges are explored that link social and ecological processes. These include the social dimensions of climate change, inequitable distribution of pollution, the environmental aspects of population growth, and resource shortages. Policies and strategies for change are explored. Degree credit not granted for this course and <a href=""/search/?p=SEWL%202000"" data-action=""result-detail"" data-group=""code:SEWL 2000""  class=""notoffered"">SEWL 2000</a>.",3,M. Haffey,UGRD
SOCY 3046,Topics in Sex and Gender,"Faculty present courses based on their area of expertise and specialization in the field of sex and gender. Students should check current sociology department notices of course offerings for specific topics. May be repeated up to 9 total credit hours for different topics. Same as <a href=""/search/?p=WGST%203046"" data-action=""result-detail"" data-group=""code:WGST 3046""  class=""notoffered"">WGST 3046</a>.",3,M. Todd,UGRD
SOCY 4027,"Inequality, Democracy, and the Environment","Focuses on the structural forces affecting environmental degradation and environmental behavior by examining the relationships between (a) inequality and democratic decision making and (b) undemocratic decision making; U.S. and corporate food and energy policy; and global environmental degradation. Focuses on the role that global inequality plays in fostering environmental degradation. Same as <a href=""/search/?p=ENVS%204027"" data-action=""result-detail"" data-group=""code:ENVS 4027""  class=""notoffered"">ENVS 4027</a>.",3,L. Downey,UGRD
SOCY 4000,"Gender, Genocide and Mass Trauma","Studies the persistence of genocide and the effects of mass trauma on women and girls. Within the framework of political and social catastrophe, examines cataclysmic world events and the traumatic consequences for women of religious persecution, colonialism, slavery and the genocides of the 20th and 21st centuries. Recommended prerequisite: <a href=""/search/?p=SOCY%201016"" data-action=""result-detail"" data-group=""code:SOCY 1016"" >SOCY 1016</a> or <a href=""/search/?p=WGST%201016"" data-action=""result-detail"" data-group=""code:WGST 1016"" >WGST 1016</a> or <a href=""/search/?p=WGST%202000"" data-action=""result-detail"" data-group=""code:WGST 2000"" >WGST 2000</a> or <a href=""/search/?p=SOCY%203314"" data-action=""result-detail"" data-group=""code:SOCY 3314"" >SOCY 3314</a> or <a href=""/search/?p=WGST%203314"" data-action=""result-detail"" data-group=""code:WGST 3314"" >WGST 3314</a>. Same as <a href=""/search/?p=WGST%204010"" data-action=""result-detail"" data-group=""code:WGST 4010""  class=""notoffered"">WGST 4010</a>.",3,J. Jacobs,UGRD
SOCY 4018,Sport in Society,"Investigates the world of sport via the social structures and processes that underlie this ubiquitous and much-pursued area of social life. Elucidates social dimensions of sport by highlighting and debating different theoretical and methodological dimensions of sociology of sport research. Examines demographics of sport, including gender, race, and sexual orientation, as well as inequalities within sport, along with the politics, economics, globalization, and commodification of sport. Recommended prerequisites: <a href=""/search/?p=SOCY%201001"" data-action=""result-detail"" data-group=""code:SOCY 1001"" >SOCY 1001</a> and <a href=""/search/?p=SOCY%203001"" data-action=""result-detail"" data-group=""code:SOCY 3001"" >SOCY 3001</a>.",3,M. Haffey,UGRD
SOCY 4042,Economic Sociology,"Defines relationship between economy and society; sociological approach to study of economic activity and organization; difference from the theoretical and methodological assumptions orienting the discipline of economics; tackles these questions in two ways: studies foundations as established in works of Smith, Marx, Weber, Polanyi, and Schumpeter, and considers current research in economic sociology, focusing on concepts of markets, networks, and embeddedness.",3,,UGRD
SOCY 4014,Criminology,"Examines the scientific study of types of criminal behavior and explanations for criminal behavior, with special attention to social factors affecting criminal behavior.",Varies by section,D. Pyrooz,UGRD
SOCY 4935,Internship in Social Innovation,"Provides an academically supervised opportunity for juniors and seniors interested in social innovation to work in a job that provides them valuable hands-on experience, allows them to apply insights learned in their formal coursework and helps them make informed career choices upon graduation. This course cannot be applied to the SOCY major or minor requirements.",3,G. Walden,UGRD
SOCY 4932,"Internship in Care, Health and Resilience","Provides an academically supervised opportunity for juniors and seniors interested in the helping professions to work in a job that provides them valuable hands-on experience, allows them to apply insights learned in their formal coursework and helps them make informed career choices upon graduation. This course cannot be applied to the SOCY major or minor requirements.",3,G. Walden,UGRD
SOCY 4160,Designing Social Innovations,Introduces students to theory and research on social entrepreneurship with special emphasis on the role of design thinking.,3,D. Grant,UGRD
SOCY 4062,Suffering and Care in Society,"Examines how modern societies understand and respond to the reality of human suffering, how care systems are organized, and the experiences of professional caregivers.",3,D. Grant,UGRD
SOCY 4841,Independent Study in Sociology,Upper-division variable credit. May be repeated up to 8 total credit hours. Instructor consent required.,8,"L. Peek, L. Downey, L. Hunter, A. Stewart, K. Thomas",UGRD
